MovimientoID,Fecha,Sucursal,SKU,Producto,Categoria,TipoMovimiento,Cantidad,CostoUnitario,ValorMovimiento,Referencia,Usuario,Mes,Semana
MOV2024000161,2024-01-11,Rosario,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,27,280,7560,VTA20249934,USER019,2024-01,2024-W01
MOV2024000162,2024-01-24,GBA_Sur,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,320,280,89600,OC20247507,USER016,2024-01,2024-W03
MOV2024000163,2024-02-17,Rosario,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,17,400,6800,VTA20248223,USER002,2024-02,2024-W06
MOV2024000164,2024-03-10,La_Plata,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,79,420,33180,VTA20247144,USER001,2024-03,2024-W10
MOV2024000165,2024-01-30,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,44,420,18480,VTA20242345,USER008,2024-01,2024-W04
MOV2024000166,2024-02-01,La_Plata,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,53,1250,66250,VTA20247014,USER005,2024-02,2024-W04
MOV2024000167,2024-01-02,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,19,850,16150,VTA20242662,USER018,2024-01,2024-W00
MOV2024000168,2024-01-07,Córdoba,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,21,400,8400,VTA20245102,USER015,2024-01,2024-W01
MOV2024000169,2024-03-11,Rosario,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,37,350,12950,VTA20242071,USER011,2024-03,2024-W10
MOV2024000170,2024-02-27,GBA_Oeste,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,81,1250,101250,VTA20249211,USER003,2024-02,2024-W08
MOV2024000171,2024-02-07,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,218,850,185300,OC20249690,USER014,2024-02,2024-W05
MOV2024000172,2024-03-10,CABA_Norte,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,22,280,6160,VTA20242299,USER003,2024-03,2024-W10
MOV2024000173,2024-01-20,La_Plata,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,26,220,5720,VTA20247146,USER020,2024-01,2024-W02
MOV2024000174,2024-01-25,GBA_Oeste,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,76,400,30400,VTA20248787,USER003,2024-01,2024-W03
MOV2024000175,2024-03-08,La_Plata,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,93,350,32550,VTA20249012,USER006,2024-03,2024-W09
MOV2024000176,2024-02-05,Mendoza,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,TRANSFERENCIA,-121,150,-18150,TRF20246135,USER018,2024-02,2024-W05
MOV2024000177,2024-02-26,Mendoza,BEB-002,Coca-Cola 2.25L,BEBIDAS,TRANSFERENCIA,192,680,130560,TRF20248212,USER003,2024-02,2024-W08
MOV2024000178,2024-02-11,CABA_Centro,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,90,400,36000,VTA20245461,USER015,2024-02,2024-W06
MOV2024000179,2024-01-30,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,54,580,31320,VTA20243315,USER012,2024-01,2024-W04
MOV2024000180,2024-01-02,CABA_Centro,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,99,420,41580,OC20248431,USER012,2024-01,2024-W00
MOV2024000181,2024-02-14,GBA_Sur,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,377,580,218660,OC20241031,USER004,2024-02,2024-W06
MOV2024000182,2024-01-24,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,122,150,18300,OC20248360,USER007,2024-01,2024-W03
MOV2024000183,2024-02-09,GBA_Oeste,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,72,580,41760,VTA20246871,USER013,2024-02,2024-W05
MOV2024000184,2024-02-10,Mendoza,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,36,680,24480,VTA20244985,USER015,2024-02,2024-W05
MOV2024000185,2024-01-19,GBA_Sur,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,TRANSFERENCIA,195,280,54600,TRF20247531,USER017,2024-01,2024-W02
MOV2024000186,2024-03-04,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,88,580,51040,VTA20243945,USER011,2024-03,2024-W09
MOV2024000187,2024-01-11,La_Plata,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,24,350,8400,VTA20244154,USER007,2024-01,2024-W01
MOV2024000188,2024-01-11,GBA_Sur,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,TRANSFERENCIA,90,1250,112500,TRF20248037,USER006,2024-01,2024-W01
MOV2024000189,2024-01-18,GBA_Oeste,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,DEVOLUCION,7,580,4060,DEV20247240,USER018,2024-01,2024-W02
MOV2024000190,2024-01-03,Mendoza,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,77,220,16940,VTA20243043,USER011,2024-01,2024-W00
MOV2024000191,2024-01-25,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,38,150,5700,VTA20247949,USER002,2024-01,2024-W03
MOV2024000192,2024-01-19,La_Plata,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,69,420,28980,VTA20243194,USER004,2024-01,2024-W02
MOV2024000193,2024-02-21,GBA_Sur,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,64,350,22400,VTA20246185,USER007,2024-02,2024-W07
MOV2024000194,2024-01-15,Rosario,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,473,350,165550,OC20246459,USER012,2024-01,2024-W02
MOV2024000195,2024-02-05,GBA_Sur,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,53,220,11660,VTA20248658,USER018,2024-02,2024-W05
MOV2024000196,2024-01-16,CABA_Centro,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,69,420,28980,VTA20248497,USER008,2024-01,2024-W02
MOV2024000197,2024-01-04,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,25,580,14500,VTA20245532,USER001,2024-01,2024-W00
MOV2024000198,2024-01-14,CABA_Norte,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,177,580,102660,OC20248370,USER016,2024-01,2024-W02
MOV2024000199,2024-01-06,GBA_Sur,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,58,220,12760,VTA20245665,USER004,2024-01,2024-W00
MOV2024000200,2024-02-16,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,24,580,13920,VTA20241891,USER011,2024-02,2024-W06
MOV2024000201,2024-01-28,CABA_Norte,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,16,850,13600,VTA20247467,USER003,2024-01,2024-W04
MOV2024000202,2024-02-03,Mendoza,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,205,400,82000,OC20245789,USER013,2024-02,2024-W04
MOV2024000203,2024-01-11,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,445,850,378250,OC20249769,USER009,2024-01,2024-W01
MOV2024000204,2024-03-14,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,TRANSFERENCIA,67,150,10050,TRF20248594,USER016,2024-03,2024-W10
MOV2024000205,2024-01-20,Rosario,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,DEVOLUCION,50,280,14000,DEV20242940,USER002,2024-01,2024-W02
MOV2024000206,2024-02-20,Mendoza,BEB-002,Coca-Cola 2.25L,BEBIDAS,DEVOLUCION,39,680,26520,DEV20246270,USER020,2024-02,2024-W07
MOV2024000207,2024-02-28,CABA_Norte,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,58,580,33640,VTA20245959,USER019,2024-02,2024-W08
MOV2024000208,2024-03-15,CABA_Norte,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,35,220,7700,VTA20244405,USER013,2024-03,2024-W10
MOV2024000209,2024-01-19,Mendoza,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,471,400,188400,OC20248618,USER019,2024-01,2024-W02
MOV2024000210,2024-03-02,Mendoza,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,81,420,34020,VTA20243974,USER013,2024-03,2024-W08
MOV2024000211,2024-02-10,GBA_Sur,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,96,350,33600,VTA20247989,USER019,2024-02,2024-W05
MOV2024000212,2024-02-11,CABA_Norte,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,96,580,55680,VTA20249855,USER011,2024-02,2024-W06
MOV2024000213,2024-01-31,La_Plata,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,68,280,19040,OC20247486,USER018,2024-01,2024-W04
MOV2024000214,2024-01-26,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,13,150,1950,VTA20249709,USER002,2024-01,2024-W03
MOV2024000215,2024-03-05,GBA_Sur,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,26,580,15080,VTA20242346,USER005,2024-03,2024-W09
MOV2024000216,2024-01-26,Mendoza,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,TRANSFERENCIA,-73,150,-10950,TRF20241732,USER018,2024-01,2024-W03
MOV2024000217,2024-02-08,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,363,420,152460,OC20245553,USER001,2024-02,2024-W05
MOV2024000218,2024-01-07,Rosario,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,457,680,310760,OC20246729,USER016,2024-01,2024-W01
MOV2024000219,2024-02-23,La_Plata,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,80,400,32000,VTA20241381,USER002,2024-02,2024-W07
MOV2024000220,2024-03-07,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,39,350,13650,VTA20247474,USER009,2024-03,2024-W09
MOV2024000221,2024-02-11,Mendoza,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,DEVOLUCION,35,1250,43750,DEV20247545,USER001,2024-02,2024-W06
MOV2024000222,2024-03-12,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,91,850,77350,OC20247003,USER001,2024-03,2024-W10
MOV2024000223,2024-02-03,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,26,850,22100,VTA20248087,USER017,2024-02,2024-W04
MOV2024000224,2024-02-27,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,5,850,4250,VTA20249122,USER016,2024-02,2024-W08
MOV2024000225,2024-03-10,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,65,150,9750,VTA20248863,USER018,2024-03,2024-W10
MOV2024000226,2024-01-09,Córdoba,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,11,580,6380,VTA20248588,USER013,2024-01,2024-W01
MOV2024000227,2024-01-22,GBA_Oeste,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,352,150,52800,OC20243357,USER007,2024-01,2024-W03
MOV2024000228,2024-01-08,CABA_Centro,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,365,220,80300,OC20242875,USER006,2024-01,2024-W01
MOV2024000229,2024-03-09,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,421,680,286280,OC20247232,USER010,2024-03,2024-W09
MOV2024000230,2024-01-12,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,DEVOLUCION,22,350,7700,DEV20247221,USER018,2024-01,2024-W01
MOV2024000231,2024-02-24,CABA_Centro,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,40,850,34000,VTA20244363,USER003,2024-02,2024-W07
MOV2024000232,2024-01-14,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,AJUSTE,17,420,7140,AJU20243870,USER016,2024-01,2024-W02
MOV2024000233,2024-01-02,CABA_Centro,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,7,400,2800,VTA20242791,USER017,2024-01,2024-W00
MOV2024000234,2024-01-20,GBA_Oeste,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,207,680,140760,OC20248388,USER011,2024-01,2024-W02
MOV2024000235,2024-02-23,La_Plata,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,79,220,17380,VTA20244690,USER017,2024-02,2024-W07
MOV2024000236,2024-01-17,GBA_Oeste,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,COMPRA,182,1250,227500,OC20249587,USER017,2024-01,2024-W02
MOV2024000237,2024-01-05,CABA_Centro,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,328,850,278800,OC20243214,USER013,2024-01,2024-W00
MOV2024000238,2024-01-29,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,457,280,127960,OC20247419,USER014,2024-01,2024-W04
MOV2024000239,2024-03-07,Mendoza,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,AJUSTE,16,1250,20000,AJU20245656,USER020,2024-03,2024-W09
MOV2024000240,2024-02-22,GBA_Oeste,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,55,220,12100,VTA20242141,USER008,2024-02,2024-W07
MOV2024000241,2024-03-14,CABA_Centro,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,495,680,336600,OC20249434,USER001,2024-03,2024-W10
MOV2024000242,2024-01-09,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,391,280,109480,OC20242331,USER009,2024-01,2024-W01
MOV2024000243,2024-02-23,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,34,580,19720,VTA20241210,USER017,2024-02,2024-W07
MOV2024000244,2024-01-15,GBA_Sur,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,87,400,34800,OC20248556,USER004,2024-01,2024-W02
MOV2024000245,2024-03-10,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,258,580,149640,OC20249969,USER020,2024-03,2024-W10
MOV2024000246,2024-02-14,CABA_Norte,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,82,1250,102500,VTA20249508,USER016,2024-02,2024-W06
MOV2024000247,2024-01-25,CABA_Centro,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,11,350,3850,VTA20243418,USER001,2024-01,2024-W03
MOV2024000248,2024-02-11,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,TRANSFERENCIA,55,280,15400,TRF20241900,USER013,2024-02,2024-W06
MOV2024000249,2024-02-04,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,73,580,42340,VTA20248697,USER001,2024-02,2024-W05
MOV2024000250,2024-01-11,Córdoba,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,88,420,36960,VTA20249466,USER001,2024-01,2024-W01
MOV2024000251,2024-02-24,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,TRANSFERENCIA,-91,850,-77350,TRF20244833,USER012,2024-02,2024-W07
MOV2024000252,2024-02-21,Mendoza,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,69,580,40020,VTA20244592,USER003,2024-02,2024-W07
MOV2024000253,2024-03-05,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,104,580,60320,OC20248568,USER010,2024-03,2024-W09
MOV2024000254,2024-03-10,CABA_Centro,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,65,850,55250,VTA20248693,USER006,2024-03,2024-W10
MOV2024000255,2024-03-12,CABA_Norte,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,37,280,10360,VTA20249952,USER011,2024-03,2024-W10
MOV2024000256,2024-01-26,CABA_Centro,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,63,350,22050,VTA20246865,USER001,2024-01,2024-W03
MOV2024000257,2024-02-06,CABA_Norte,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,69,220,15180,VTA20248680,USER018,2024-02,2024-W05
MOV2024000258,2024-02-03,CABA_Centro,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,180,850,153000,OC20242484,USER007,2024-02,2024-W04
MOV2024000259,2024-02-19,GBA_Sur,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,81,280,22680,VTA20243205,USER006,2024-02,2024-W07
MOV2024000260,2024-02-28,Córdoba,BEB-002,Coca-Cola 2.25L,BEBIDAS,DEVOLUCION,43,680,29240,DEV20242810,USER007,2024-02,2024-W08
MOV2024000261,2024-02-07,Córdoba,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,158,280,44240,OC20244877,USER004,2024-02,2024-W05
MOV2024000262,2024-02-21,CABA_Centro,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,71,350,24850,VTA20248696,USER015,2024-02,2024-W07
MOV2024000263,2024-02-10,La_Plata,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,495,400,198000,OC20245639,USER002,2024-02,2024-W05
MOV2024000264,2024-01-10,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,22,350,7700,VTA20247146,USER002,2024-01,2024-W01
MOV2024000265,2024-01-16,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,99,280,27720,VTA20242338,USER018,2024-01,2024-W02
MOV2024000266,2024-02-26,Mendoza,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,55,850,46750,VTA20244977,USER003,2024-02,2024-W08
MOV2024000267,2024-02-21,GBA_Oeste,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,85,350,29750,VTA20246113,USER017,2024-02,2024-W07
MOV2024000268,2024-03-12,La_Plata,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,23,580,13340,VTA20248106,USER001,2024-03,2024-W10
MOV2024000269,2024-01-06,Rosario,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,74,350,25900,VTA20243386,USER015,2024-01,2024-W00
MOV2024000270,2024-02-02,Córdoba,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,40,1250,50000,VTA20248973,USER014,2024-02,2024-W04
MOV2024000271,2024-02-02,CABA_Norte,BEB-003,Cerveza Quilmes 1L,BEBIDAS,COMPRA,109,350,38150,OC20244187,USER019,2024-02,2024-W04
MOV2024000272,2024-03-06,Córdoba,BEB-003,Cerveza Quilmes 1L,BEBIDAS,TRANSFERENCIA,-180,350,-63000,TRF20245695,USER015,2024-03,2024-W09
MOV2024000273,2024-03-09,CABA_Norte,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,254,850,215900,OC20244977,USER006,2024-03,2024-W09
MOV2024000274,2024-01-06,La_Plata,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,32,350,11200,VTA20241951,USER016,2024-01,2024-W00
MOV2024000275,2024-03-11,Rosario,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,497,680,337960,OC20248467,USER020,2024-03,2024-W10
MOV2024000276,2024-02-08,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,36,580,20880,VTA20246703,USER011,2024-02,2024-W05
MOV2024000277,2024-01-09,CABA_Centro,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,96,350,33600,VTA20245339,USER007,2024-01,2024-W01
MOV2024000278,2024-01-27,La_Plata,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,477,680,324360,OC20248455,USER014,2024-01,2024-W03
MOV2024000279,2024-01-17,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,390,580,226200,OC20245760,USER017,2024-01,2024-W02
MOV2024000280,2024-01-22,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,83,580,48140,VTA20245395,USER018,2024-01,2024-W03
MOV2024000281,2024-02-03,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,COMPRA,346,350,121100,OC20246385,USER002,2024-02,2024-W04
MOV2024000282,2024-03-12,CABA_Norte,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,282,220,62040,OC20241436,USER001,2024-03,2024-W10
MOV2024000283,2024-01-17,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,27,350,9450,VTA20242928,USER009,2024-01,2024-W02
MOV2024000284,2024-03-08,La_Plata,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,204,420,85680,OC20244818,USER018,2024-03,2024-W09
MOV2024000285,2024-02-15,Rosario,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,40,580,23200,VTA20245828,USER016,2024-02,2024-W06
MOV2024000286,2024-01-09,La_Plata,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,77,850,65450,VTA20246255,USER016,2024-01,2024-W01
MOV2024000287,2024-03-09,CABA_Centro,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,263,680,178840,OC20243720,USER001,2024-03,2024-W09
MOV2024000288,2024-03-11,CABA_Norte,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,50,350,17500,VTA20242488,USER001,2024-03,2024-W10
MOV2024000289,2024-01-09,CABA_Norte,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,47,350,16450,VTA20246014,USER006,2024-01,2024-W01
MOV2024000290,2024-01-30,CABA_Centro,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,80,420,33600,OC20249050,USER018,2024-01,2024-W04
MOV2024000291,2024-01-05,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,72,150,10800,VTA20244706,USER013,2024-01,2024-W00
MOV2024000292,2024-02-29,Córdoba,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,TRANSFERENCIA,66,280,18480,TRF20241518,USER019,2024-02,2024-W08
MOV2024000293,2024-02-15,GBA_Oeste,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,269,220,59180,OC20242785,USER019,2024-02,2024-W06
MOV2024000294,2024-02-17,CABA_Norte,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,42,280,11760,VTA20246624,USER002,2024-02,2024-W06
MOV2024000295,2024-01-06,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,TRANSFERENCIA,-170,850,-144500,TRF20241554,USER020,2024-01,2024-W00
MOV2024000296,2024-02-22,GBA_Sur,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,10,350,3500,VTA20249228,USER007,2024-02,2024-W07
MOV2024000297,2024-03-03,CABA_Centro,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,245,580,142100,OC20245505,USER011,2024-03,2024-W09
MOV2024000298,2024-01-02,GBA_Oeste,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,54,1250,67500,VTA20247389,USER006,2024-01,2024-W00
MOV2024000299,2024-01-16,La_Plata,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,AJUSTE,-17,280,-4760,AJU20247938,USER009,2024-01,2024-W02
MOV2024000300,2024-01-15,La_Plata,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,10,1250,12500,VTA20247701,USER011,2024-01,2024-W02
MOV2024000301,2024-01-06,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,17,150,2550,VTA20243144,USER002,2024-01,2024-W00
MOV2024000302,2024-02-08,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,66,850,56100,VTA20244275,USER016,2024-02,2024-W05
MOV2024000303,2024-02-06,GBA_Oeste,BEB-003,Cerveza Quilmes 1L,BEBIDAS,COMPRA,345,350,120750,OC20249016,USER003,2024-02,2024-W05
MOV2024000304,2024-02-03,Rosario,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,18,350,6300,VTA20247153,USER020,2024-02,2024-W04
MOV2024000305,2024-01-03,La_Plata,ALK-002,Azúcar Ledesma 1kg,ALMACEN,COMPRA,497,350,173950,OC20242218,USER010,2024-01,2024-W00
MOV2024000306,2024-01-02,La_Plata,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,27,580,15660,VTA20242185,USER007,2024-01,2024-W00
MOV2024000307,2024-01-08,La_Plata,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,476,420,199920,OC20245031,USER003,2024-01,2024-W01
MOV2024000308,2024-02-06,GBA_Sur,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,419,850,356150,OC20247612,USER016,2024-02,2024-W05
MOV2024000309,2024-03-04,GBA_Sur,LIM-002,Detergente Magistral 750ml,LIMPIEZA,TRANSFERENCIA,-53,400,-21200,TRF20247710,USER006,2024-03,2024-W09
MOV2024000310,2024-02-01,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,70,850,59500,VTA20246721,USER014,2024-02,2024-W04
MOV2024000311,2024-03-04,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,470,580,272600,OC20241511,USER018,2024-03,2024-W09
MOV2024000312,2024-01-04,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,68,580,39440,OC20241739,USER019,2024-01,2024-W00
MOV2024000313,2024-01-01,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,50,350,17500,VTA20247741,USER011,2024-01,2024-W00
MOV2024000314,2024-02-14,Córdoba,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,COMPRA,227,1250,283750,OC20241080,USER009,2024-02,2024-W06
MOV2024000315,2024-03-02,La_Plata,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,9,580,5220,VTA20247371,USER004,2024-03,2024-W08
MOV2024000316,2024-02-24,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,COMPRA,385,1250,481250,OC20244194,USER020,2024-02,2024-W07
MOV2024000317,2024-02-03,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,72,850,61200,VTA20243959,USER003,2024-02,2024-W04
MOV2024000318,2024-02-24,GBA_Oeste,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,32,680,21760,VTA20248607,USER020,2024-02,2024-W07
MOV2024000319,2024-01-02,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,33,350,11550,VTA20248906,USER003,2024-01,2024-W00
MOV2024000320,2024-03-02,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,TRANSFERENCIA,-99,150,-14850,TRF20247291,USER005,2024-03,2024-W08
MOV2024000321,2024-01-27,CABA_Norte,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,101,280,28280,OC20244585,USER011,2024-01,2024-W03
